tier,toDelegate,ens_name,proposal_link,proposal_type,proposal_id,proposal_description,rn
Tier 4,0x9b7df3a2df61e72df5c4d565a0e017d7c5c6e532,jensenhaji.eth,"<a href=""https://vote.optimism.io/proposals/103695324913424597802389181312722993037601032681914451632412140667432224173014"" target=""_blank"">To Read More</a>",Single-Choice Proposal,103695324913424597802389181312722993037601032681914451632412140667432224173014,# Intent #4 Budget Proposal \n Season 4 lays the groundwork to align the entire community around Collective Intents. Intents are directional goals that allow the Collective to align and focus. Intent #4 is: Governance Accessibility. The Foundation has set this Intent and proposed a budget of 3M OP to support Proposed Missions in Season 4. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/collective-intents/5874#intent-4-governance-accessibility-6](https://gov.optimism.io/t/collective-intents/5874#intent-4-governance-accessibility-6),1
Tier 4,0x9b7df3a2df61e72df5c4d565a0e017d7c5c6e532,jensenhaji.eth,"<a href=""https://vote.optimism.io/proposals/94365805422398770067924881378455503928423439630602149628781926844759467250082"" target=""_blank"">To Read More</a>",Single-Choice Proposal,94365805422398770067924881378455503928423439630602149628781926844759467250082,# Intent #3 Budget Proposal \n Season 4 lays the groundwork to align the entire community around Collective Intents. Intents are directional goals that allow the Collective to align and focus. Intent #3 is: Spread Awareness of the Optimistic Vision. The Foundation has selected this Intent from commnunity suggestions and proposed a budget of 1M OP to support Proposed Missions in Season 4. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/collective-intents/5874#intent-3-spread-awareness-of-the-optimistic-vision-4](https://gov.optimism.io/t/collective-intents/5874#intent-3-spread-awareness-of-the-optimistic-vision-4),1
Tier 4,0x6f133b985501dbc3a697fb5244924b57c5ac8c72,ethnissity.eth,"<a href=""https://vote.optimism.io/proposals/22387138384033903985192420283570655912990907953544385753324581204637906644383"" target=""_blank"">To Read More</a>",Single-Choice Proposal,22387138384033903985192420283570655912990907953544385753324581204637906644383,"# Anticapture Commission
Season 5 introduces an Anticapture Commission, comprised of the highest impact delegates. The Anticapture Commission will have a mandate to represent the interests of individual delegates as a key stakeholder group, and to prevent capture of the Token House by any one stakeholder group. If approved by the Token House, the Anticapture Commission would be delegated 10M OP from the Governance Fund in Season 5 and 6.

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/anticapture-commission/6889>
",1
Tier 4,0x6f133b985501dbc3a697fb5244924b57c5ac8c72,ethnissity.eth,"<a href=""https://vote.optimism.io/proposals/112047914448178129124907599845371359974256142096707624346739203514792263033877"" target=""_blank"">To Read More</a>",Single-Choice Proposal,112047914448178129124907599845371359974256142096707624346739203514792263033877,"# Ratification of Law of Chains
The Law of Chains is an open neutrality framework that establishes certain protections for participants in the Superchain ecosystem. Its purpose is to promote core principles of user protection, decentralization and economic autonomy as foundations for the developing Superchain. The Token House will ratify this foundational governing document.

This proposal is eligible for Special Voting Cycle #16b:
<https://gov.optimism.io/t/ratification-law-of-chains/7049>
",1
Tier 4,0x6f133b985501dbc3a697fb5244924b57c5ac8c72,ethnissity.eth,"<a href=""https://vote.optimism.io/proposals/95102633290576253416299445955061077431090693890673037767791097228222587378331"" target=""_blank"">To Read More</a>",Single-Choice Proposal,95102633290576253416299445955061077431090693890673037767791097228222587378331,"# Ratify Developer Advisory Board Members
The initial Developer Advisory Board will be comprised of seven members, one of which will be a non-voting member of OP Labs engineering, and a DAB Lead. The Lead will manage general coordination and operations and will be a non-voting member. If approved, the Foundation will appoint the below members:

-   Board Lead: [Brock](https://twitter.com/brockjelmore)

-   Board Member: [Philogy ](https://twitter.com/real_philogy)

-   Board Member (forfeiting compensation): [Noah](https://twitter.com/NoahCitron)

-   Board Member: [Zach](https://twitter.com/zachobront)

-   Board Member: [Roman](https://twitter.com/r_krasiuk)

-   Board Member: [Jepsen ](https://twitter.com/0xjepsen)

-   OP Labs Representative (non-voting): [Kelvin](https://twitter.com/kelvinfichter)

All members will be subject to the [Code of Conduct](https://gov.optimism.io/t/code-of-conduct/5751).

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/developer-advisory-board/6892>
",1
Tier 4,0x183b55b55127d35d3424e838aad045692045a144,nokia3310.eth,"<a href=""https://vote.optimism.io/proposals/26993004599223263087505603454119723751877285713239446072681254755783718227511"" target=""_blank"">To Read More</a>",Single-Choice Proposal,26993004599223263087505603454119723751877285713239446072681254755783718227511,"# Code of Conduct Council Budget
Season 5 will further decentralize the Foundation's role in processing violations of the Code of Conduct and remove enforcement responsibility from Token House delegates. Accordingly, the Foundation will authorize a Token House Code of Conduct Council, according to the [Council Framework](https://gov.optimism.io/t/council-framework-and-renewal/5884). The Council will be comprised of five members and a Council Lead. The Foundation proposes an initial budget of 3,000 OP per Code of Conduct Council member, for a total of 18,000 OP to be dispersed out of the Governance Fund at the end of Season 5.

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/code-of-conduct-councils/6888>
",1
Tier 4,0x183b55b55127d35d3424e838aad045692045a144,nokia3310.eth,"<a href=""https://vote.optimism.io/proposals/29831001453379581627736734765818959389842109811221412662144194715522205098015"" target=""_blank"">To Read More</a>",Single-Choice Proposal,29831001453379581627736734765818959389842109811221412662144194715522205098015,"# Treasury Appropriation (Foundation Year 2 Budget Approval)
The Optimism Foundation future OP operating budget is subject to governance approval. The Foundation was allocated a Year 1 budget in the founding documents of the Optimism Collective. It has to date used 5.21% of this Year 1 budget. ****Therefore, the Foundation does not need to request a budget for Year 2, but is symbolically requesting an additional 1 OP for its Year 2 (2023-2024) operating budget.

This Season 4 proposal is eligible for voting in Special Voting Cycle #12b: [https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979](https://gov.optimism.io/t/treasury-appropriation-proposal-foundation-year-2-budget-draft/5979)",1
Tier 4,0x4646870d5379936f95220fba9cd2d4d17ab2e18e,mn141913.eth,"<a href=""https://vote.optimism.io/proposals/95102633290576253416299445955061077431090693890673037767791097228222587378331"" target=""_blank"">To Read More</a>",Single-Choice Proposal,95102633290576253416299445955061077431090693890673037767791097228222587378331,"# Ratify Developer Advisory Board Members
The initial Developer Advisory Board will be comprised of seven members, one of which will be a non-voting member of OP Labs engineering, and a DAB Lead. The Lead will manage general coordination and operations and will be a non-voting member. If approved, the Foundation will appoint the below members:

-   Board Lead: [Brock](https://twitter.com/brockjelmore)

-   Board Member: [Philogy ](https://twitter.com/real_philogy)

-   Board Member (forfeiting compensation): [Noah](https://twitter.com/NoahCitron)

-   Board Member: [Zach](https://twitter.com/zachobront)

-   Board Member: [Roman](https://twitter.com/r_krasiuk)

-   Board Member: [Jepsen ](https://twitter.com/0xjepsen)

-   OP Labs Representative (non-voting): [Kelvin](https://twitter.com/kelvinfichter)

All members will be subject to the [Code of Conduct](https://gov.optimism.io/t/code-of-conduct/5751).

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/developer-advisory-board/6892>
",1
Tier 4,0x4646870d5379936f95220fba9cd2d4d17ab2e18e,mn141913.eth,"<a href=""https://vote.optimism.io/proposals/20327152654308054166942093105443920402082671769027198649343468266910325783863"" target=""_blank"">To Read More</a>",Single-Choice Proposal,20327152654308054166942093105443920402082671769027198649343468266910325783863,"# Upgrade #2: Canyon Protocol Upgrade
This proposal outlines the Optimism Collective’s first network upgrade after Bedrock, titled Canyon. The Canyon upgrade contains the Shapella network upgrade from Ethereum, a change to reduce the volatility of the basefee, and several minor bug fixes. This upgrade maintains EVM equivalence and includes several OP Stack specific improvements.

Canyon is code complete in the optimism monorepo at commit 6cce3728b7bed5e36234aeba3b773e0f97867be3 and op-geth at commit ed8e9f54ed0a5069e77ea34895ff12a9ac4ca17f
If this vote passes, Canyon will activate on op-mainnet, base-mainnet, pgn-mainnet, & zora-mainnet on Thu Jan 11 17:00:01 UTC 2024 (Unix Time 1704992401) barring a critical security issue.

This vote requires a 76% approval threshold. The value displayed by the frontend may differ.

This proposal is eligible for Special Voting Cycle #16c: 
https://gov.optimism.io/t/draft-upgrade-proposal-2-canyon-network-upgrade/7088",1
Tier 4,0xc16b76c25b60e5970ace61c719ca263133ccc1b3,daofu.eth,"<a href=""https://vote.optimism.io/proposals/26993004599223263087505603454119723751877285713239446072681254755783718227511"" target=""_blank"">To Read More</a>",Single-Choice Proposal,26993004599223263087505603454119723751877285713239446072681254755783718227511,"# Code of Conduct Council Budget
Season 5 will further decentralize the Foundation's role in processing violations of the Code of Conduct and remove enforcement responsibility from Token House delegates. Accordingly, the Foundation will authorize a Token House Code of Conduct Council, according to the [Council Framework](https://gov.optimism.io/t/council-framework-and-renewal/5884). The Council will be comprised of five members and a Council Lead. The Foundation proposes an initial budget of 3,000 OP per Code of Conduct Council member, for a total of 18,000 OP to be dispersed out of the Governance Fund at the end of Season 5.

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/code-of-conduct-councils/6888>
",1
Tier 4,0xaf9be60b6c94d66e72b6b01f6ecc77a14987950c,cmcglobal.eth,"<a href=""https://vote.optimism.io/proposals/94365805422398770067924881378455503928423439630602149628781926844759467250082"" target=""_blank"">To Read More</a>",Single-Choice Proposal,94365805422398770067924881378455503928423439630602149628781926844759467250082,# Intent #3 Budget Proposal \n Season 4 lays the groundwork to align the entire community around Collective Intents. Intents are directional goals that allow the Collective to align and focus. Intent #3 is: Spread Awareness of the Optimistic Vision. The Foundation has selected this Intent from commnunity suggestions and proposed a budget of 1M OP to support Proposed Missions in Season 4. Any budget that is not allocated to Missions under this Intent will be returned to the Governance Fund. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/collective-intents/5874#intent-3-spread-awareness-of-the-optimistic-vision-4](https://gov.optimism.io/t/collective-intents/5874#intent-3-spread-awareness-of-the-optimistic-vision-4),1
